Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	IMPACT	DISTANCE	STRAND	FLAGS	SYMBOL	SYMBOL_SOURCE	HGNC_ID	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	NearestGene	Condel	cytoband	KEGG	Gene_Description	Gene	GO
rs2049045	11:27694241	C	ENSG00000176697	ENST00000418212	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs2049045	11:27694241	C	ENSG00000176697	ENST00000356660	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs2049045	11:27694241	C	ENSG00000245573	ENST00000530686	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs2049045	11:27694241	C	ENSG00000176697	ENST00000395981	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs2049045	11:27694241	C	ENSG00000176697	ENST00000314915	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs2049045	11:27694241	C	ENSG00000176697	ENST00000530786	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs2049045	11:27694241	C	ENSG00000176697	ENST00000533246	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs2049045	11:27694241	C	INTERGENIC	ENSR00000560212	RegulatoryFeature	regulatory_region_variant	-	-	-	-	-	-	MODIFIER	-	-	-	-	-	-	-	-	-	-	ENSG00000176697,ENSG00000245573	-	11p14.1	 	this region is not a gene	INTERGENIC
rs11030104	11:27684517	G	ENSG00000176697	ENST00000530861	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000176697	ENST00000584049	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000176697	ENST00000395983	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000176697	ENST00000525528	Transcript	upstream_gene_variant	-	-	-	-	-	-	MODIFIER	3312	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000245573	ENST00000532965	Transcript	downstream_gene_variant	-	-	-	-	-	-	MODIFIER	4637	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs11030104	11:27684517	G	ENSG00000176697	ENST00000532997	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000176697	ENST00000420794	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000245573	ENST00000499008	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs11030104	11:27684517	G	ENSG00000176697	ENST00000438929	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
rs11030104	11:27684517	G	ENSG00000245573	ENST00000502161	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs11030104	11:27684517	G	ENSG00000245573	ENST00000501663	Transcript	upstream_gene_variant	-	-	-	-	-	-	MODIFIER	2290	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs11030104	11:27684517	G	ENSG00000245573	ENST00000500662	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	MODIFIER	-	1	-	BDNF-AS	HGNC	20608	-	-	-	-	-	-	11p14.1	 	BDNF antisense RNA	ENSG00000245573	
rs11030104	11:27684517	G	ENSG00000176697	ENST00000533131	Transcript	intron_variant	-	-	-	-	-	-	MODIFIER	-	-1	-	BDNF	HGNC	1033	-	-	-	-	-	-	11p14.1	KEGG:hsa05030:Cocaine addiction; KEGG:hsa05034:Alcoholism 	brain-derived neurotrophic factor	ENSG00000176697	Synaptic transmission; Synaptic signaling; Trans-synaptic signaling; Response to drug; Cell-cell signaling; Nitrogen compound transport; Neuron-neuron synaptic transmission; Positive regulation of developmental growth; Regulation of neuroblast proliferation; Regulation of synaptic transmission, GABAergic; Synaptic transmission, GABAergic; Positive regulation of growth; Neuroblast proliferation; Behavior; Regulation of developmental growth; Regulation of brain-derived neurotrophic factor receptor signaling pathway; Positive regulation of brain-derived neurotrophic factor receptor signaling pathway; Ion transport; Negative regulation of synaptic transmission; Regulation of neural precursor cell proliferation; Taste bud development; Regulation of stem cell proliferation; Feeding behavior; Regulation of synapse organization; Regulation of retinal cell programmed cell death; Secretion; Acid secretion; Synapse assembly; Axon target recognition; Brain-derived neurotrophic factor receptor signaling pathway; Neural precursor cell proliferation; Regulation of synaptic plasticity; Stem cell proliferation; Developmental growth; Retinal cell programmed cell death; Negative regulation of neuroblast proliferation; Negative regulation of synaptic transmission, GABAergic; Regulation of growth; Synapse organization; Regulation of synapse structure or activity; Learning or memory; Positive regulation of collateral sprouting; Organic substance transport; Establishment of localization in cell; Single-organism transport; Cognition; Single-organism localization; Inhibitory postsynaptic potential; Modulation of synaptic transmission; Negative regulation of stem cell proliferation; Carboxylic acid transport; Neurotrophin TRKB receptor binding; Neurotrophin TRK receptor binding; Receptor binding; Neurotrophin receptor binding; Synapse part; Synapse; Cytoplasmic, membrane-bounded vesicle; Cytoplasmic vesicle; 
